po_number,item,supplier_name,order_dt,delivery_dt,qty_ordered,status
PO16909,SKU136,ABC Traders,2024/03/03,2024-03-11,3620,Delayed
PO16910,Milk 1L,Global Supplies,2024/04/22,2024-05-02,2354,In Transit
PO16911,SKU141,FreshSource Ltd,2024/07/07,2024-07-21,2240,In Transit
PO16912,SKU103,Prime Wholesale,2022/09/26,2022-10-06,863,In Transit
PO16913,Detergent 500g,Prime Wholesale,2023/03/06,2023-03-15,4144,Cancelled
PO16914,SKU144,Prime Wholesale,2023/05/29,2023-06-10,1487,Cancelled
PO16915,SKU143,FreshSource Ltd,2024/02/07,2024-02-14,2386,Cancelled
PO16916,Biscuits 200g,FreshSource Ltd,2023/10/20,,1135,Delivered
PO16917,Peanut Butter Smooth 1kg,Prime Wholesale,2023/01/10,,3284,Cancelled
PO16918,SKU111,FreshSource Ltd,2024/06/02,2024-06-25,3822,Pending
PO16919,SKU139,Global Supplies,2024/06/12,2024-07-02,1209,Delayed
PO16920,SKU104,ABC Traders,2023/06/08,2023-06-11,1353,In Transit
PO16921,Peanut Butter Crunchy 1kg,Om Distributors,2024/03/23,2024-04-02,324,Delivered
PO16922,Milk 1L,Om Distributors,2022/09/06,2022-09-11,689,Cancelled
PO16923,SKU118,Prime Wholesale,2023/05/10,,961,Pending
PO16924,SKU132,FreshSource Ltd,2022/08/14,2022-08-25,4246,Pending
PO16925,SKU151,Prime Wholesale,2024/06/26,2024-07-12,3950,Delivered
PO16926,Biscuits 200g,ABC Traders,2022/10/14,2022-11-05,3444,In Transit
PO16927,SKU110,Global Supplies,2022/11/21,2022-11-30,4137,Cancelled
PO16928,Peanut Butter Crunchy 1kg,Global Supplies,2022/04/09,,1228,In Transit
PO16929,SKU133,Prime Wholesale,2023/05/31,2023-06-26,2439,Delivered
PO16930,SKU106,Om Distributors,2023/11/15,2023-12-03,3963,Pending
PO16931,SKU104,Global Supplies,2023/10/05,2023-10-22,2856,Delivered
PO16932,Detergent 500g,Global Supplies,2023/06/05,2023-06-13,3947,In Transit
PO16933,SKU105,FreshSource Ltd,2023/12/16,2023-12-23,263,In Transit
PO16934,Biscuits 100g,Om Distributors,2024/06/15,2024-07-08,1010,Delayed
PO16935,Biscuits 200g,Prime Wholesale,2022/10/10,2022-10-24,4593,In Transit
PO16936,SKU136,ABC Traders,2022/01/02,,520,Pending
PO16937,SKU116,ABC Traders,2023/10/29,2023-11-01,4895,Delivered
PO16938,SKU151,Global Supplies,2022/05/16,2022-06-08,418,Pending
PO16939,Biscuits 100g,Prime Wholesale,2022/04/03,2022-04-19,4585,In Transit
PO16940,SKU102,Prime Wholesale,2023/03/11,2023-04-05,2220,Cancelled
PO16941,SKU153,Prime Wholesale,2023/09/04,,1639,Delivered
PO16942,Tea 250g,Om Distributors,2024/01/07,2024-02-06,296,Cancelled
PO16943,Milk 1L,FreshSource Ltd,2024/07/13,2024-08-10,2437,Delivered
PO16944,SKU144,FreshSource Ltd,2022/10/08,2022-10-24,4700,Cancelled
PO16945,Sunflower Oil 2L,Prime Wholesale,2022/03/06,2022-03-16,3320,Delivered
PO16946,Detergent 500g,Om Distributors,2022/05/26,2022-06-17,2322,Cancelled
PO16947,Milk 500ml,Prime Wholesale,2022/09/11,2022-10-01,1855,In Transit
PO16948,SKU137,Om Distributors,2022/07/09,2022-07-16,559,Pending
PO16949,Peanut Butter Crunchy 500g,Global Supplies,2024/09/26,2024-10-02,2143,Delayed
PO16950,Biscuits 500g,Prime Wholesale,2024/05/18,2024-06-11,1172,In Transit
PO16951,Detergent 500g,ABC Traders,2023/08/12,2023-08-16,2592,Delivered
PO16952,SKU100,FreshSource Ltd,2023/11/26,,1576,Delivered
PO16953,Milk 1L,Prime Wholesale,2023/06/09,2023-06-25,4900,Cancelled
PO16954,Peanut Butter Smooth 200g,FreshSource Ltd,2022/12/04,2023-01-02,2746,Delivered
PO16955,SKU157,Prime Wholesale,2022/04/27,2022-05-12,202,In Transit
PO16956,SKU113,FreshSource Ltd,2023/11/06,2023-11-17,3805,Delivered
PO16957,Biscuits 500g,ABC Traders,2023/01/25,,1792,Delayed
PO16958,Sunflower Oil 1L,Prime Wholesale,2024/06/27,2024-07-04,3465,Pending
PO16959,Peanut Butter Smooth 1kg,FreshSource Ltd,2024/01/03,2024-01-24,2816,In Transit
PO16960,SKU141,Global Supplies,2024/02/19,2024-03-09,4402,Delivered
PO16961,SKU104,Om Distributors,2022/10/23,2022-11-17,4909,In Transit
PO16962,SKU133,ABC Traders,2023/02/01,2023-02-09,595,Delayed
PO16963,Tea 500g,Om Distributors,2023/09/04,2023-10-03,4387,Delivered
PO16964,Milk 1L,ABC Traders,2024/06/29,2024-07-28,2947,Cancelled
PO16965,SKU137,Global Supplies,2023/12/06,2023-12-22,1551,Delivered
PO16966,SKU151,Global Supplies,2024/08/11,,2331,In Transit
PO16967,Biscuits 200g,Prime Wholesale,2022/02/23,2022-03-14,973,Delivered
PO16968,SKU141,Om Distributors,2024/06/20,2024-07-10,2298,Delivered
PO16969,Biscuits 500g,ABC Traders,2022/07/24,2022-08-23,817,Pending
PO16970,SKU126,Prime Wholesale,2022/07/27,2022-07-31,2085,In Transit
PO16971,SKU145,FreshSource Ltd,2023/04/30,,2735,Delivered
PO16972,SKU126,Global Supplies,2023/08/16,,2050,Delivered
PO16973,Sunflower Oil 5L,Om Distributors,2022/09/14,2022-09-23,2305,Delayed
PO16974,SKU113,ABC Traders,2022/08/13,2022-08-16,3268,Cancelled
PO16975,Tea 500g,FreshSource Ltd,2023/01/18,,1806,Delayed
PO16976,SKU124,FreshSource Ltd,2022/08/23,,381,Delivered
PO16977,Sunflower Oil 2L,ABC Traders,2023/01/05,2023-01-30,1161,Cancelled
PO16978,SKU129,Prime Wholesale,2023/02/02,,3473,Pending
PO16979,SKU154,ABC Traders,2023/10/18,2023-11-17,918,Pending
PO16980,SKU142,Om Distributors,2023/11/09,2023-11-17,3126,In Transit
PO16981,SKU108,ABC Traders,2022/07/05,,4233,Delayed
PO16982,Coffee 200g,Prime Wholesale,2024/07/17,2024-07-31,2242,Pending
PO16983,Milk 1L,Prime Wholesale,2023/04/03,2023-04-20,4803,Pending
PO16984,Biscuits 500g,Om Distributors,2022/08/26,,576,Delayed
PO16985,SKU155,FreshSource Ltd,2022/11/13,,4321,Delayed
PO16986,Milk 1L,Global Supplies,2023/06/10,2023-06-13,4218,Pending
PO16987,Sunflower Oil 2L,FreshSource Ltd,2022/11/15,2022-12-04,4368,Delayed
PO16988,SKU108,ABC Traders,2022/04/22,2022-05-20,291,Cancelled
PO16989,SKU127,FreshSource Ltd,2023/01/06,2023-01-19,2058,Delivered
PO16990,Peanut Butter Smooth 1kg,Prime Wholesale,2024/07/31,2024-08-21,3908,Delayed
PO16991,Detergent 1kg,Om Distributors,2024/03/22,2024-03-31,1150,In Transit
PO16992,SKU120,Om Distributors,2022/08/28,2022-08-31,3736,Pending
PO16993,Biscuits 200g,Global Supplies,2024/05/30,2024-06-08,4918,Pending
PO16994,SKU121,ABC Traders,2024/06/12,2024-07-02,4106,Delivered
PO16995,Milk 500ml,FreshSource Ltd,2022/08/22,2022-09-03,778,Cancelled
PO16996,SKU110,ABC Traders,2022/10/09,2022-10-14,2771,Delayed
PO16997,SKU153,Prime Wholesale,2023/04/05,2023-04-26,2164,Pending
PO16998,SKU114,FreshSource Ltd,2024/08/29,2024-09-07,3454,Delivered
PO16999,SKU116,Om Distributors,2022/07/21,2022-07-31,2216,Delayed
PO17000,SKU150,Global Supplies,2022/04/07,2022-04-20,2133,Delivered
PO17001,Detergent 500g,Om Distributors,2024/08/24,2024-09-15,4019,Delayed
PO17002,SKU115,Prime Wholesale,2023/02/08,,3185,Pending
PO17003,SKU129,Prime Wholesale,2023/05/28,2023-06-03,4769,Delayed
PO17004,Biscuits 200g,Prime Wholesale,2023/06/04,2023-06-28,618,Delivered
PO17005,SKU103,Om Distributors,2023/02/21,2023-03-22,955,Delivered
PO17006,SKU154,Global Supplies,2024/03/12,,2606,Delivered
PO17007,Peanut Butter Smooth 1kg,Om Distributors,2024/08/23,,1917,Pending
PO17008,SKU149,Global Supplies,2022/08/06,2022-08-16,4555,Delivered
PO17009,Detergent 2kg,ABC Traders,2023/01/11,2023-01-19,1190,Delayed
PO17010,SKU134,Om Distributors,2022/02/28,2022-03-30,828,Cancelled
PO17011,Peanut Butter Crunchy 200g,FreshSource Ltd,2022/12/07,2023-01-02,4080,Delivered
PO17012,SKU101,Om Distributors,2022/09/10,,1223,In Transit
PO17013,SKU155,FreshSource Ltd,2024/05/18,2024-06-05,387,Delayed
PO17014,SKU147,FreshSource Ltd,2023/11/29,2023-12-19,4451,In Transit
PO17015,Milk 1L,Global Supplies,2022/12/05,2022-12-14,4694,Cancelled
PO17016,SKU141,Om Distributors,2022/07/29,2022-08-25,2231,Delivered
PO17017,SKU143,Om Distributors,2024/07/12,,4700,Cancelled
PO17018,Tea 500g,Om Distributors,2023/11/10,2023-12-01,3865,Delivered
PO17019,Milk 1L,FreshSource Ltd,2023/02/14,2023-03-14,1311,In Transit
PO17020,Detergent 500g,FreshSource Ltd,2022/01/15,,1464,Pending
PO17021,SKU124,Prime Wholesale,2023/10/11,2023-10-30,4379,Delayed
PO17022,SKU142,Om Distributors,2024/09/02,,935,Pending
PO17023,Coffee 200g,Global Supplies,2022/09/17,2022-10-13,3917,Delayed
PO17024,SKU122,FreshSource Ltd,2022/10/30,,1389,Delivered
PO17025,Peanut Butter Crunchy 1kg,ABC Traders,2023/03/09,2023-03-15,1996,Delayed
PO17026,SKU153,Global Supplies,2024/02/10,2024-02-26,1860,Delayed
PO17027,Peanut Butter Crunchy 200g,ABC Traders,2022/10/19,2022-11-06,3780,Delivered
PO17028,SKU145,Global Supplies,2024/08/18,2024-09-03,2987,Cancelled
PO17029,Peanut Butter Crunchy 200g,Global Supplies,2022/09/05,2022-09-21,1597,Cancelled
PO17030,Biscuits 200g,Global Supplies,2024/03/17,,4922,Pending
PO17031,SKU159,Global Supplies,2024/05/20,2024-05-26,2844,Pending
PO17032,SKU136,FreshSource Ltd,2022/03/05,2022-03-13,3135,In Transit
PO17033,Biscuits 500g,FreshSource Ltd,2022/04/24,2022-04-30,4827,In Transit
PO17034,SKU126,ABC Traders,2022/11/02,2022-12-01,3216,Cancelled
PO17035,Biscuits 500g,Global Supplies,2024/07/09,,2983,Delayed
PO17036,SKU141,Om Distributors,2023/06/02,2023-06-09,4029,Pending
PO17037,SKU129,Prime Wholesale,2023/12/25,2024-01-10,4948,Pending
PO17038,Detergent 2kg,Global Supplies,2024/07/08,2024-07-24,2510,Pending
PO17039,SKU111,ABC Traders,2023/10/01,,3899,Delayed
PO17040,SKU115,Global Supplies,2024/06/05,2024-06-23,4083,Delivered
PO17041,SKU158,Global Supplies,2022/12/21,,2608,Cancelled
PO17042,Peanut Butter Crunchy 1kg,ABC Traders,2024/03/30,2024-04-24,2551,Delayed
PO17043,Biscuits 500g,ABC Traders,2024/02/24,,4938,In Transit
PO17044,SKU113,Om Distributors,2024/02/14,2024-03-13,2377,Delivered
PO17045,SKU144,Om Distributors,2024/07/14,2024-08-02,3338,Cancelled
PO17046,SKU156,Global Supplies,2024/04/13,2024-04-28,3842,Cancelled
PO17047,SKU123,ABC Traders,2022/03/31,2022-04-24,3065,Delivered
PO17048,SKU102,Om Distributors,2022/02/10,2022-03-03,2970,Delivered
PO17049,Tea 500g,ABC Traders,2024/03/18,,2024,Delivered
PO17050,SKU131,Global Supplies,2023/04/11,2023-04-26,1152,Pending
PO17051,SKU156,Prime Wholesale,2022/12/20,2023-01-15,4281,In Transit
PO17052,Milk 1L,Om Distributors,2024/09/15,2024-09-19,4656,In Transit
PO17053,Tea 250g,Global Supplies,2024/06/29,2024-07-16,2453,In Transit
PO17054,SKU116,Global Supplies,2022/07/07,2022-07-13,4059,In Transit
PO17055,Tea 250g,ABC Traders,2022/11/13,,966,Pending
PO17056,SKU139,FreshSource Ltd,2024/04/02,2024-04-07,3850,In Transit
PO17057,SKU108,Om Distributors,2023/12/29,2024-01-16,364,Delayed
PO17058,Coffee 200g,ABC Traders,2023/12/12,2024-01-05,1471,Delayed
PO17059,SKU136,Prime Wholesale,2023/04/27,2023-05-02,4981,In Transit
PO17060,SKU121,FreshSource Ltd,2023/01/30,2023-02-18,3527,Delivered
PO17061,SKU148,Prime Wholesale,2023/11/18,2023-11-23,2508,Delivered
PO17062,Milk 500ml,ABC Traders,2023/07/11,2023-07-23,4709,Delivered
PO17063,SKU114,Om Distributors,2024/03/27,2024-04-14,1030,Pending
PO17064,Detergent 1kg,ABC Traders,2023/04/04,,1020,Delayed
PO17065,SKU155,Om Distributors,2023/04/12,2023-05-10,2481,Delivered
PO17066,Biscuits 100g,FreshSource Ltd,2022/12/17,2023-01-16,588,Cancelled
PO17067,SKU150,Prime Wholesale,2023/11/12,,3976,Cancelled
PO17068,Sunflower Oil 5L,FreshSource Ltd,2024/04/09,2024-04-24,2295,Pending
PO17069,SKU111,ABC Traders,2022/01/23,2022-02-16,2355,Delayed
PO17070,SKU137,Global Supplies,2024/04/15,2024-04-22,2728,Cancelled
PO17071,SKU117,Om Distributors,2022/04/23,2022-05-18,3427,Delivered
PO17072,Tea 250g,Global Supplies,2022/04/14,,2574,Pending
PO17073,SKU120,Global Supplies,2022/12/19,2022-12-25,4025,Delivered
PO17074,SKU122,ABC Traders,2023/10/31,2023-11-23,4191,In Transit
PO17075,SKU122,FreshSource Ltd,2024/05/15,2024-05-30,2093,Delayed
PO17076,SKU140,FreshSource Ltd,2023/08/29,2023-09-17,3347,Delivered
PO17077,Milk 500ml,ABC Traders,2023/01/01,2023-01-06,3666,Pending
PO17078,SKU112,FreshSource Ltd,2023/11/12,2023-11-27,2534,Cancelled
PO17079,SKU143,Global Supplies,2022/08/12,2022-09-05,4023,Pending
PO17080,Tea 500g,Om Distributors,2024/08/26,2024-09-23,3482,Delayed
PO17081,Biscuits 200g,ABC Traders,2023/06/04,2023-06-29,1263,Pending
PO17082,Sunflower Oil 2L,Om Distributors,2024/06/06,2024-06-18,2679,Pending
PO17083,SKU135,FreshSource Ltd,2024/02/22,2024-03-20,3486,Pending
PO17084,SKU139,Prime Wholesale,2023/05/10,2023-06-06,1549,Cancelled
PO17085,SKU157,FreshSource Ltd,2024/08/16,2024-08-25,4686,Cancelled
PO17086,Coffee 200g,Global Supplies,2023/09/01,2023-09-21,3942,Delivered
PO17087,SKU118,FreshSource Ltd,2023/03/15,2023-03-23,1855,Cancelled
PO17088,SKU106,Om Distributors,2023/09/25,2023-10-25,2449,Pending
PO17089,Milk 500ml,FreshSource Ltd,2024/01/13,2024-01-17,2334,Delayed
PO17090,SKU120,ABC Traders,2023/01/04,2023-01-08,1468,Cancelled
PO17091,SKU107,ABC Traders,2022/04/19,2022-04-26,966,Delayed
PO17092,SKU108,Om Distributors,2024/08/16,,3877,In Transit
PO17093,Peanut Butter Crunchy 1kg,FreshSource Ltd,2022/12/08,,4666,Delayed
PO17094,SKU145,Prime Wholesale,2022/03/17,2022-04-09,2297,Delayed
PO17095,SKU127,ABC Traders,2023/08/13,2023-09-10,3651,Delivered
PO17096,SKU122,Global Supplies,2022/10/15,2022-10-28,1783,Cancelled
PO17097,SKU104,ABC Traders,2022/03/14,2022-03-18,1700,Pending
PO17098,Biscuits 100g,Prime Wholesale,2023/11/01,,655,Delayed
PO17099,Sunflower Oil 5L,FreshSource Ltd,2024/04/24,2024-05-21,870,Delayed
PO17100,Detergent 1kg,Prime Wholesale,2022/07/22,2022-08-04,4259,Delivered
PO17101,Detergent 2kg,Prime Wholesale,2023/01/20,2023-01-24,4757,In Transit
PO17102,SKU113,Global Supplies,2023/10/24,2023-11-11,1334,Delivered
PO17103,SKU127,Prime Wholesale,2023/03/23,2023-03-31,2122,Delivered
PO17104,SKU134,Prime Wholesale,2022/06/26,2022-07-03,1747,In Transit
PO17105,SKU113,Global Supplies,2023/10/15,,3399,Cancelled
PO17106,SKU150,FreshSource Ltd,2024/08/01,2024-08-12,1039,Delayed
PO17107,Detergent 500g,Global Supplies,2023/07/14,,4339,Delivered
PO17108,SKU137,Prime Wholesale,2022/01/05,2022-01-08,2048,Cancelled
PO17109,SKU114,Prime Wholesale,2022/07/17,2022-07-29,4366,In Transit
PO17110,SKU156,FreshSource Ltd,2024/06/19,2024-06-22,2495,Delivered
PO17111,SKU100,ABC Traders,2022/05/28,2022-06-26,1736,Cancelled
PO17112,SKU149,Om Distributors,2022/03/12,2022-03-16,1106,Pending
PO17113,SKU147,ABC Traders,2024/01/22,2024-02-20,1647,Delivered
PO17114,Milk 1L,Om Distributors,2023/02/14,2023-03-10,3276,Delayed
PO17115,Biscuits 100g,ABC Traders,2023/12/17,2024-01-04,4350,Delivered
PO17116,Detergent 500g,Prime Wholesale,2024/01/19,,1666,Cancelled
PO17117,SKU112,Prime Wholesale,2024/01/25,2024-01-31,2800,Pending
PO17118,Coffee 200g,Om Distributors,2023/07/07,,1250,Cancelled
PO17119,SKU155,Global Supplies,2024/01/17,2024-01-31,2148,Cancelled
PO17120,Detergent 500g,Om Distributors,2024/07/23,2024-08-19,1696,Delivered
PO17121,Peanut Butter Crunchy 200g,Om Distributors,2023/10/09,,3677,Delivered
PO17122,Sunflower Oil 2L,FreshSource Ltd,2022/08/31,2022-09-22,1954,Pending
PO17123,Tea 500g,Global Supplies,2024/07/06,2024-07-09,2792,Delayed
PO17124,SKU113,Om Distributors,2023/11/23,2023-12-21,786,Cancelled
PO17125,Sunflower Oil 2L,Global Supplies,2023/05/19,,2790,In Transit
PO17126,SKU139,Global Supplies,2023/04/11,2023-04-26,2598,Cancelled
PO17127,SKU120,FreshSource Ltd,2022/12/25,2023-01-08,2720,In Transit
PO17128,Tea 250g,Global Supplies,2024/07/09,2024-07-30,4610,Cancelled
PO17129,SKU118,Global Supplies,2023/06/03,2023-06-23,4579,Cancelled
PO17130,Milk 1L,Om Distributors,2023/07/11,2023-08-04,2751,Cancelled
PO17131,SKU100,Global Supplies,2023/12/22,2024-01-09,4161,Delayed
PO17132,Tea 250g,ABC Traders,2024/03/04,2024-03-10,3154,In Transit
PO17133,SKU131,Global Supplies,2022/12/16,2022-12-20,4649,Delivered
PO17134,SKU143,Global Supplies,2022/11/09,,4001,In Transit
PO17135,SKU143,FreshSource Ltd,2022/10/28,2022-11-13,906,Delayed
PO17136,Milk 1L,Om Distributors,2023/12/25,2024-01-21,4653,In Transit
PO17137,SKU139,ABC Traders,2023/09/28,2023-10-02,3094,Delivered
PO17138,Tea 500g,FreshSource Ltd,2022/05/15,2022-06-01,1268,Pending
PO17139,Sunflower Oil 2L,FreshSource Ltd,2022/06/07,2022-07-02,517,Pending
PO17140,SKU132,Prime Wholesale,2024/04/26,2024-05-15,625,In Transit
PO17141,Milk 1L,Prime Wholesale,2023/08/25,2023-09-23,3235,Pending
PO17142,SKU133,ABC Traders,2022/07/29,2022-08-09,1854,Pending
PO17143,SKU115,Global Supplies,2024/08/17,2024-09-11,3366,Delivered
PO17144,SKU104,ABC Traders,2023/12/16,,4875,Delayed
PO17145,Coffee 200g,Om Distributors,2022/03/06,,2329,Cancelled
PO17146,Biscuits 100g,ABC Traders,2023/08/04,2023-08-21,2079,In Transit
PO17147,Sunflower Oil 2L,Global Supplies,2022/04/20,2022-05-02,1704,Pending
PO17148,Coffee 200g,ABC Traders,2023/10/03,2023-10-19,4791,Delayed
PO17149,SKU118,Om Distributors,2024/03/29,2024-04-14,3589,Delivered
PO17150,SKU119,Global Supplies,2023/05/20,2023-06-17,3511,Cancelled
PO17151,SKU156,Om Distributors,2022/12/18,,2540,In Transit
PO17152,Milk 500ml,Prime Wholesale,2022/03/17,2022-03-25,2570,Cancelled
PO17153,SKU103,Prime Wholesale,2024/05/18,2024-06-12,3374,Delivered
PO17154,SKU155,FreshSource Ltd,2024/08/05,2024-09-03,3887,Pending
PO17155,Sunflower Oil 2L,Om Distributors,2023/09/11,2023-10-10,2018,In Transit
PO17156,Milk 500ml,Om Distributors,2024/04/13,2024-04-18,2639,Delivered
PO17157,Detergent 2kg,Prime Wholesale,2022/06/06,2022-06-16,1997,Delivered
PO17158,SKU123,Prime Wholesale,2023/03/23,2023-04-11,4743,Delivered
PO17159,Milk 500ml,ABC Traders,2024/05/15,2024-06-06,743,Delivered
PO17160,SKU120,Global Supplies,2023/11/24,,4263,Delayed
PO17161,Biscuits 200g,Global Supplies,2023/10/31,2023-11-29,390,Cancelled
PO17162,SKU133,Global Supplies,2022/09/17,2022-10-17,4457,In Transit
PO17163,SKU139,Prime Wholesale,2022/04/27,2022-05-11,3884,In Transit
PO17164,Coffee 200g,Prime Wholesale,2023/02/05,,3700,Cancelled
PO17165,SKU129,FreshSource Ltd,2024/03/20,2024-03-28,3205,Delayed
PO17166,SKU106,Prime Wholesale,2022/02/03,2022-03-02,1449,Cancelled
PO17167,Tea 500g,Global Supplies,2022/02/16,,1931,Cancelled
PO17168,SKU128,ABC Traders,2023/06/11,,4541,Delivered
PO17169,SKU105,Global Supplies,2023/05/12,2023-06-06,4280,Delayed
PO17170,SKU121,ABC Traders,2022/06/17,2022-06-25,814,In Transit
PO17171,SKU117,ABC Traders,2022/08/30,2022-09-29,2494,Cancelled
PO17172,Biscuits 200g,ABC Traders,2023/12/08,,363,Delivered
PO17173,SKU131,FreshSource Ltd,2024/04/18,2024-04-25,2127,Pending
PO17174,Tea 250g,Om Distributors,2023/08/26,2023-08-30,4886,Delivered
PO17175,Detergent 500g,ABC Traders,2023/06/05,2023-06-20,3937,Pending
PO17176,SKU113,Prime Wholesale,2022/02/14,2022-02-25,3379,Delayed
PO17177,SKU131,FreshSource Ltd,2022/02/25,,2018,Pending
PO17178,SKU107,Global Supplies,2022/11/22,2022-12-01,3238,In Transit
PO17179,Sunflower Oil 2L,Global Supplies,2024/04/17,2024-05-12,4205,Cancelled
PO17180,SKU100,Global Supplies,2023/01/06,2023-02-05,1038,Delayed
PO17181,SKU152,FreshSource Ltd,2023/07/15,2023-08-05,1195,Pending
PO17182,SKU154,ABC Traders,2022/02/01,2022-02-10,615,Delivered
PO17183,SKU150,Global Supplies,2022/12/26,2023-01-15,4254,Delayed
PO17184,SKU102,ABC Traders,2024/07/01,2024-07-25,3583,In Transit
PO17185,SKU122,Prime Wholesale,2023/05/21,2023-06-20,1855,Delayed
PO17186,Peanut Butter Smooth 1kg,Global Supplies,2023/07/21,2023-08-04,1626,In Transit
PO17187,Sunflower Oil 2L,Prime Wholesale,2022/01/18,2022-02-14,3411,Cancelled
PO17188,SKU118,Global Supplies,2024/08/04,2024-08-24,3543,Delayed
PO17189,SKU125,Prime Wholesale,2023/12/06,2023-12-16,4972,Pending
PO17190,Tea 500g,Global Supplies,2022/11/02,2022-11-16,1984,In Transit
PO17191,SKU121,ABC Traders,2023/04/04,2023-04-24,1974,Delayed
PO17192,SKU123,FreshSource Ltd,2022/12/17,2022-12-28,2323,Cancelled
PO17193,Sunflower Oil 2L,FreshSource Ltd,2022/10/30,2022-11-06,3357,Delivered
PO17194,SKU116,Om Distributors,2022/02/24,2022-03-04,2941,Delayed
PO17195,SKU143,FreshSource Ltd,2023/01/23,2023-02-04,676,Delayed
PO17196,SKU142,Prime Wholesale,2024/08/29,,1811,Pending
PO17197,SKU137,Global Supplies,2022/09/24,2022-10-18,1925,Pending
PO17198,SKU129,Global Supplies,2022/10/30,2022-11-26,2855,Delayed
PO17199,Milk 500ml,ABC Traders,2023/09/15,2023-09-26,907,Cancelled
PO17200,Milk 1L,FreshSource Ltd,2022/09/11,2022-09-17,4991,Cancelled
PO17201,SKU154,Om Distributors,2022/10/04,2022-10-10,3457,Pending
PO17202,SKU113,Om Distributors,2022/12/04,2022-12-12,2347,Cancelled
PO17203,Sunflower Oil 5L,Om Distributors,2022/06/13,2022-07-08,4873,Delayed
PO17204,Peanut Butter Crunchy 1kg,Prime Wholesale,2024/01/11,2024-01-20,1245,Pending
PO17205,Sunflower Oil 5L,ABC Traders,2024/06/30,,1482,Delayed
PO17206,SKU115,ABC Traders,2022/12/08,2022-12-18,2344,In Transit
PO17207,SKU117,Prime Wholesale,2023/09/13,2023-09-30,2165,Delivered
PO17208,Biscuits 100g,ABC Traders,2024/07/02,,703,Cancelled
PO17209,Biscuits 500g,FreshSource Ltd,2023/10/09,,4796,In Transit
PO17210,SKU121,FreshSource Ltd,2022/06/03,2022-06-15,3873,Delayed
PO17211,Sunflower Oil 1L,FreshSource Ltd,2023/04/15,2023-05-05,3842,Delivered
PO17212,SKU138,Prime Wholesale,2023/02/16,2023-03-09,4651,In Transit
PO17213,Tea 250g,Global Supplies,2022/08/11,2022-08-31,2431,Pending
PO17214,Biscuits 200g,Prime Wholesale,2023/01/25,2023-02-11,2491,Pending
PO17215,SKU155,ABC Traders,2022/07/28,2022-08-15,4958,In Transit
PO17216,SKU103,FreshSource Ltd,2023/10/21,2023-11-15,1441,Delayed
PO17217,SKU122,Global Supplies,2022/04/03,,2431,Pending
PO17218,SKU103,Global Supplies,2023/05/05,2023-05-15,4991,Delayed
PO17219,SKU141,Prime Wholesale,2022/05/26,,2847,Delivered
PO17220,SKU103,Global Supplies,2022/05/04,2022-05-10,4104,Delayed
PO17221,SKU156,Global Supplies,2022/09/06,,4056,Delivered
PO17222,SKU129,Prime Wholesale,2023/07/19,2023-08-11,1763,Cancelled
PO17223,Milk 1L,FreshSource Ltd,2023/07/14,2023-07-26,2720,Delivered
PO17224,Milk 500ml,Om Distributors,2022/10/22,2022-10-30,3282,Delayed
PO17225,SKU123,FreshSource Ltd,2024/09/24,,1960,Delayed
PO17226,SKU151,Om Distributors,2022/06/19,2022-07-18,1554,Cancelled
PO17227,SKU149,Om Distributors,2022/11/19,2022-12-13,3130,Cancelled
PO17228,SKU135,ABC Traders,2024/02/01,2024-02-11,2793,Delayed
PO17229,SKU154,Prime Wholesale,2023/05/05,2023-05-31,4505,Delayed
PO17230,SKU123,ABC Traders,2023/10/19,,4089,Delayed
